Passengers,PassengerId,Survived,Status,Pclass,Name,Sex,AgeNumber,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked
1,291,1,Survived,1,"Barber, Miss. Ellen ""Nellie""",Female,26,> 12 years old,0,0,19877,78.85,,S
1,292,1,Survived,1,"Bishop, Mrs. Dickinson H (Helen Walton)",Female,19,> 12 years old,1,0,11967,91.0792,B49,C
1,293,0,Perished,2,"Levy, Mr. Rene Jacques",Male,36,> 12 years old,0,0,SC/Paris 2163,12.875,D,C
1,294,0,Perished,3,"Haas, Miss. Aloisia",Female,24,> 12 years old,0,0,349236,8.85,,S
1,295,0,Perished,3,"Mineff, Mr. Ivan",Male,24,> 12 years old,0,0,349233,7.8958,,S
1,297,0,Perished,3,"Hanna, Mr. Mansour",Male,23.5,> 12 years old,0,0,2693,7.2292,,C
1,298,0,Perished,1,"Allison, Miss. Helen Loraine",Female,2,<= 12 years,1,2,113781,151.55,C22 C26,S
1,300,1,Survived,1,"Baxter, Mrs. James (Helene DeLaudeniere Chaput)",Female,50,> 12 years old,0,1,PC 17558,247.5208,B58 B60,C
1,303,0,Perished,3,"Johnson, Mr. William Cahoone Jr",Male,19,> 12 years old,0,0,LINE,0,,S
1,306,1,Survived,1,"Allison, Master. Hudson Trevor",Male,0.92,<= 12 years,1,2,113781,151.55,C22 C26,S
1,308,1,Survived,1,"Penasco y Castellana, Mrs. Victor de Satode (Maria Josefa Perez de Soto y Vallejo)",Female,17,> 12 years old,1,0,PC 17758,108.9,C65,C
1,309,0,Perished,2,"Abelson, Mr. Samuel",Male,30,> 12 years old,1,0,P/PP 3381,24,,C
1,310,1,Survived,1,"Francatelli, Miss. Laura Mabel",Female,30,> 12 years old,0,0,PC 17485,56.9292,E36,C
1,311,1,Survived,1,"Hays, Miss. Margaret Bechstein",Female,24,> 12 years old,0,0,11767,83.1583,C54,C
1,312,1,Survived,1,"Ryerson, Miss. Emily Borie",Female,18,> 12 years old,2,2,PC 17608,262.375,B57 B59 B63 B66,C
1,313,0,Perished,2,"Lahtinen, Mrs. William (Anna Sylfven)",Female,26,> 12 years old,1,1,250651,26,,S
1,314,0,Perished,3,"Hendekovic, Mr. Ignjac",Male,28,> 12 years old,0,0,349243,7.8958,,S
1,315,0,Perished,2,"Hart, Mr. Benjamin",Male,43,> 12 years old,1,1,F.C.C. 13529,26.25,,S
1,316,1,Survived,3,"Nilsson, Miss. Helmina Josefina",Female,26,> 12 years old,0,0,347470,7.8542,,S
1,317,1,Survived,2,"Kantor, Mrs. Sinai (Miriam Sternin)",Female,24,> 12 years old,1,0,244367,26,,S
1,318,0,Perished,2,"Moraweck, Dr. Ernest",Male,54,> 12 years old,0,0,29011,14,,S
1,319,1,Survived,1,"Wick, Miss. Mary Natalie",Female,31,> 12 years old,0,2,36928,164.8667,C7,S
1,320,1,Survived,1,"Spedden, Mrs. Frederic Oakley (Margaretta Corning Stone)",Female,40,> 12 years old,1,1,16966,134.5,E34,C
1,321,0,Perished,3,"Dennis, Mr. Samuel",Male,22,> 12 years old,0,0,A/5 21172,7.25,,S
1,322,0,Perished,3,"Danoff, Mr. Yoto",Male,27,> 12 years old,0,0,349219,7.8958,,S
1,323,1,Survived,2,"Slayter, Miss. Hilda Mary",Female,30,> 12 years old,0,0,234818,12.35,,Q
1,324,1,Survived,2,"Caldwell, Mrs. Albert Francis (Sylvia Mae Harbaugh)",Female,22,> 12 years old,1,1,248738,29,,S
1,326,1,Survived,1,"Young, Miss. Marie Grice",Female,36,> 12 years old,0,0,PC 17760,135.6333,C32,C
1,327,0,Perished,3,"Nysveen, Mr. Johan Hansen",Male,61,> 12 years old,0,0,345364,6.2375,,S
1,328,1,Survived,2,"Ball, Mrs. (Ada E Hall)",Female,36,> 12 years old,0,0,28551,13,D,S
1,329,1,Survived,3,"Goldsmith, Mrs. Frank John (Emily Alice Brown)",Female,31,> 12 years old,1,1,363291,20.525,,S
1,330,1,Survived,1,"Hippach, Miss. Jean Gertrude",Female,16,> 12 years old,0,1,111361,57.9792,B18,C
1,332,0,Perished,1,"Partner, Mr. Austen",Male,45.5,> 12 years old,0,0,113043,28.5,C124,S
1,333,0,Perished,1,"Graham, Mr. George Edward",Male,38,> 12 years old,0,1,PC 17582,153.4625,C91,S
1,334,0,Perished,3,"Vander Planke, Mr. Leo Edmondus",Male,16,> 12 years old,2,0,345764,18,,S
1,337,0,Perished,1,"Pears, Mr. Thomas Clinton",Male,29,> 12 years old,1,0,113776,66.6,C2,S
1,338,1,Survived,1,"Burns, Miss. Elizabeth Margaret",Female,41,> 12 years old,0,0,16966,134.5,E40,C
1,339,1,Survived,3,"Dahl, Mr. Karl Edwart",Male,45,> 12 years old,0,0,7598,8.05,,S
1,340,0,Perished,1,"Blackwell, Mr. Stephen Weart",Male,45,> 12 years old,0,0,113784,35.5,T,S
1,341,1,Survived,2,"Navratil, Master. Edmond Roger",Male,2,<= 12 years,1,1,230080,26,F2,S
1,342,1,Survived,1,"Fortune, Miss. Alice Elizabeth",Female,24,> 12 years old,3,2,19950,263,C23 C25 C27,S
1,343,0,Perished,2,"Collander, Mr. Erik Gustaf",Male,28,> 12 years old,0,0,248740,13,,S
1,344,0,Perished,2,"Sedgwick, Mr. Charles Frederick Waddington",Male,25,> 12 years old,0,0,244361,13,,S
1,345,0,Perished,2,"Fox, Mr. Stanley Hubert",Male,36,> 12 years old,0,0,229236,13,,S
1,346,1,Survived,2,"Brown, Miss. Amelia ""Mildred""",Female,24,> 12 years old,0,0,248733,13,F33,S
1,347,1,Survived,2,"Smith, Miss. Marion Elsie",Female,40,> 12 years old,0,0,31418,13,,S
1,349,1,Survived,3,"Coutts, Master. William Loch ""William""",Male,3,<= 12 years,1,1,C.A. 37671,15.9,,S
1,350,0,Perished,3,"Dimic, Mr. Jovan",Male,42,> 12 years old,0,0,315088,8.6625,,S
1,351,0,Perished,3,"Odahl, Mr. Nils Martin",Male,23,> 12 years old,0,0,7267,9.225,,S
1,353,0,Perished,3,"Elias, Mr. Tannous",Male,15,> 12 years old,1,1,2695,7.2292,,C
1,354,0,Perished,3,"Arnold-Franchi, Mr. Josef",Male,25,> 12 years old,1,0,349237,17.8,,S
1,356,0,Perished,3,"Vanden Steen, Mr. Leo Peter",Male,28,> 12 years old,0,0,345783,9.5,,S
1,357,1,Survived,1,"Bowerman, Miss. Elsie Edith",Female,22,> 12 years old,0,1,113505,55,E33,S
1,358,0,Perished,2,"Funk, Miss. Annie Clemmer",Female,38,> 12 years old,0,0,237671,13,,S
1,361,0,Perished,3,"Skoog, Mr. Wilhelm",Male,40,> 12 years old,1,4,347088,27.9,,S
1,362,0,Perished,2,"del Carlo, Mr. Sebastiano",Male,29,> 12 years old,1,0,SC/PARIS 2167,27.7208,,C
1,363,0,Perished,3,"Barbara, Mrs. (Catherine David)",Female,45,> 12 years old,0,1,2691,14.4542,,C
1,364,0,Perished,3,"Asim, Mr. Adola",Male,35,> 12 years old,0,0,SOTON/O.Q. 3101310,7.05,,S
1,366,0,Perished,3,"Adahl, Mr. Mauritz Nils Martin",Male,30,> 12 years old,0,0,C 7076,7.25,,S
1,367,1,Survived,1,"Warren, Mrs. Frank Manley (Anna Sophia Atkinson)",Female,60,> 12 years old,1,0,110813,75.25,D37,C
1,370,1,Survived,1,"Aubart, Mme. Leontine Pauline",Female,24,> 12 years old,0,0,PC 17477,69.3,B35,C
1,371,1,Survived,1,"Harder, Mr. George Achilles",Male,25,> 12 years old,1,0,11765,55.4417,E50,C
1,372,0,Perished,3,"Wiklund, Mr. Jakob Alfred",Male,18,> 12 years old,1,0,3101267,6.4958,,S
1,373,0,Perished,3,"Beavan, Mr. William Thomas",Male,19,> 12 years old,0,0,323951,8.05,,S
1,374,0,Perished,1,"Ringhini, Mr. Sante",Male,22,> 12 years old,0,0,PC 17760,135.6333,,C
1,375,0,Perished,3,"Palsson, Miss. Stina Viola",Female,3,<= 12 years,3,1,349909,21.075,,S
1,377,1,Survived,3,"Landergren, Miss. Aurora Adelia",Female,22,> 12 years old,0,0,C 7077,7.25,,S
1,378,0,Perished,1,"Widener, Mr. Harry Elkins",Male,27,> 12 years old,0,2,113503,211.5,C82,C
1,379,0,Perished,3,"Betros, Mr. Tannous",Male,20,> 12 years old,0,0,2648,4.0125,,C
1,380,0,Perished,3,"Gustafsson, Mr. Karl Gideon",Male,19,> 12 years old,0,0,347069,7.775,,S
1,381,1,Survived,1,"Bidois, Miss. Rosalie",Female,42,> 12 years old,0,0,PC 17757,227.525,,C
1,382,1,Survived,3,"Nakid, Miss. Maria (""Mary"")",Female,1,<= 12 years,0,2,2653,15.7417,,C
1,383,0,Perished,3,"Tikkanen, Mr. Juho",Male,32,> 12 years old,0,0,STON/O 2. 3101293,7.925,,S
1,384,1,Survived,1,"Holverson, Mrs. Alexander Oskar (Mary Aline Towner)",Female,35,> 12 years old,1,0,113789,52,,S
1,386,0,Perished,2,"Davies, Mr. Charles Henry",Male,18,> 12 years old,0,0,S.O.C. 14879,73.5,,S
1,387,0,Perished,3,"Goodwin, Master. Sidney Leonard",Male,1,<= 12 years,5,2,CA 2144,46.9,,S
1,388,1,Survived,2,"Buss, Miss. Kate",Female,36,> 12 years old,0,0,27849,13,,S
1,390,1,Survived,2,"Lehmann, Miss. Bertha",Female,17,> 12 years old,0,0,SC 1748,12,,C
1,391,1,Survived,1,"Carter, Mr. William Ernest",Male,36,> 12 years old,1,2,113760,120,B96 B98,S
1,392,1,Survived,3,"Jansson, Mr. Carl Olof",Male,21,> 12 years old,0,0,350034,7.7958,,S
1,393,0,Perished,3,"Gustafsson, Mr. Johan Birger",Male,28,> 12 years old,2,0,3101277,7.925,,S
1,394,1,Survived,1,"Newell, Miss. Marjorie",Female,23,> 12 years old,1,0,35273,113.275,D36,C
1,395,1,Survived,3,"Sandstrom, Mrs. Hjalmar (Agnes Charlotta Bengtsson)",Female,24,> 12 years old,0,2,PP 9549,16.7,G6,S
1,396,0,Perished,3,"Johansson, Mr. Erik",Male,22,> 12 years old,0,0,350052,7.7958,,S
1,397,0,Perished,3,"Olsson, Miss. Elina",Female,31,> 12 years old,0,0,350407,7.8542,,S
1,398,0,Perished,2,"McKane, Mr. Peter David",Male,46,> 12 years old,0,0,28403,26,,S
1,399,0,Perished,2,"Pain, Dr. Alfred",Male,23,> 12 years old,0,0,244278,10.5,,S
1,400,1,Survived,2,"Trout, Mrs. William H (Jessie L)",Female,28,> 12 years old,0,0,240929,12.65,,S
1,401,1,Survived,3,"Niskanen, Mr. Juha",Male,39,> 12 years old,0,0,STON/O 2. 3101289,7.925,,S
1,402,0,Perished,3,"Adams, Mr. John",Male,26,> 12 years old,0,0,341826,8.05,,S
1,403,0,Perished,3,"Jussila, Miss. Mari Aina",Female,21,> 12 years old,1,0,4137,9.825,,S
1,404,0,Perished,3,"Hakkarainen, Mr. Pekka Pietari",Male,28,> 12 years old,1,0,STON/O2. 3101279,15.85,,S
1,405,0,Perished,3,"Oreskovic, Miss. Marija",Female,20,> 12 years old,0,0,315096,8.6625,,S
1,406,0,Perished,2,"Gale, Mr. Shadrach",Male,34,> 12 years old,1,0,28664,21,,S
1,407,0,Perished,3,"Widegren, Mr. Carl/Charles Peter",Male,51,> 12 years old,0,0,347064,7.75,,S
1,408,1,Survived,2,"Richards, Master. William Rowe",Male,3,<= 12 years,1,1,29106,18.75,,S
1,409,0,Perished,3,"Birkeland, Mr. Hans Martin Monsen",Male,21,> 12 years old,0,0,312992,7.775,,S
1,413,1,Survived,1,"Minahan, Miss. Daisy E",Female,33,> 12 years old,1,0,19928,90,C78,Q
1,415,1,Survived,3,"Sundman, Mr. Johan Julian",Male,44,> 12 years old,0,0,STON/O 2. 3101269,7.925,,S
1,417,1,Survived,2,"Drew, Mrs. James Vivian (Lulu Thorne Christian)",Female,34,> 12 years old,1,1,28220,32.5,,S
1,418,1,Survived,2,"Silven, Miss. Lyyli Karoliina",Female,18,> 12 years old,0,2,250652,13,,S
1,419,0,Perished,2,"Matthews, Mr. William John",Male,30,> 12 years old,0,0,28228,13,,S
1,420,0,Perished,3,"Van Impe, Miss. Catharina",Female,10,<= 12 years,0,2,345773,24.15,,S
1,422,0,Perished,3,"Charters, Mr. David",Male,21,> 12 years old,0,0,A/5. 13032,7.7333,,Q
1,423,0,Perished,3,"Zimmerman, Mr. Leo",Male,29,> 12 years old,0,0,315082,7.875,,S
1,424,0,Perished,3,"Danbom, Mrs. Ernst Gilbert (Anna Sigrid Maria Brogren)",Female,28,> 12 years old,1,1,347080,14.4,,S
1,425,0,Perished,3,"Rosblom, Mr. Viktor Richard",Male,18,> 12 years old,1,1,370129,20.2125,,S
1,427,1,Survived,2,"Clarke, Mrs. Charles V (Ada Maria Winfield)",Female,28,> 12 years old,1,0,2003,26,,S
1,428,1,Survived,2,"Phillips, Miss. Kate Florence (""Mrs Kate Louise Phillips Marshall"")",Female,19,> 12 years old,0,0,250655,26,,S
1,430,1,Survived,3,"Pickard, Mr. Berk (Berk Trembisky)",Male,32,> 12 years old,0,0,SOTON/O.Q. 392078,8.05,E10,S
1,431,1,Survived,1,"Bjornstrom-Steffansson, Mr. Mauritz Hakan",Male,28,> 12 years old,0,0,110564,26.55,C52,S
1,433,1,Survived,2,"Louch, Mrs. Charles Alexander (Alice Adelaide Slow)",Female,42,> 12 years old,1,0,SC/AH 3085,26,,S
1,434,0,Perished,3,"Kallio, Mr. Nikolai Erland",Male,17,> 12 years old,0,0,STON/O 2. 3101274,7.125,,S
1,435,0,Perished,1,"Silvey, Mr. William Baird",Male,50,> 12 years old,1,0,13507,55.9,E44,S
1,436,1,Survived,1,"Carter, Miss. Lucile Polk",Female,14,> 12 years old,1,2,113760,120,B96 B98,S
1,437,0,Perished,3,"Ford, Miss. Doolina Margaret ""Daisy""",Female,21,> 12 years old,2,2,W./C. 6608,34.375,,S
1,438,1,Survived,2,"Richards, Mrs. Sidney (Emily Hocking)",Female,24,> 12 years old,2,3,29106,18.75,,S
1,439,0,Perished,1,"Fortune, Mr. Mark",Male,64,> 12 years old,1,4,19950,263,C23 C25 C27,S
1,440,0,Perished,2,"Kvillner, Mr. Johan Henrik Johannesson",Male,31,> 12 years old,0,0,C.A. 18723,10.5,,S
1,441,1,Survived,2,"Hart, Mrs. Benjamin (Esther Ada Bloomfield)",Female,45,> 12 years old,1,1,F.C.C. 13529,26.25,,S
1,442,0,Perished,3,"Hampe, Mr. Leon",Male,20,> 12 years old,0,0,345769,9.5,,S
1,443,0,Perished,3,"Petterson, Mr. Johan Emil",Male,25,> 12 years old,1,0,347076,7.775,,S
1,444,1,Survived,2,"Reynaldo, Ms. Encarnacion",Female,28,> 12 years old,0,0,230434,13,,S
1,446,1,Survived,1,"Dodge, Master. Washington",Male,4,<= 12 years,0,2,33638,81.8583,A34,S
1,447,1,Survived,2,"Mellinger, Miss. Madeleine Violet",Female,13,> 12 years old,0,1,250644,19.5,,S
1,448,1,Survived,1,"Seward, Mr. Frederic Kimber",Male,34,> 12 years old,0,0,113794,26.55,,S
1,449,1,Survived,3,"Baclini, Miss. Marie Catherine",Female,5,<= 12 years,2,1,2666,19.2583,,C
1,450,1,Survived,1,"Peuchen, Major. Arthur Godfrey",Male,52,> 12 years old,0,0,113786,30.5,C104,S
1,451,0,Perished,2,"West, Mr. Edwy Arthur",Male,36,> 12 years old,1,2,C.A. 34651,27.75,,S
1,453,0,Perished,1,"Foreman, Mr. Benjamin Laventall",Male,30,> 12 years old,0,0,113051,27.75,C111,C
1,454,1,Survived,1,"Goldenberg, Mr. Samuel L",Male,49,> 12 years old,1,0,17453,89.1042,C92,C
1,456,1,Survived,3,"Jalsevac, Mr. Ivan",Male,29,> 12 years old,0,0,349240,7.8958,,C
1,457,0,Perished,1,"Millet, Mr. Francis Davis",Male,65,> 12 years old,0,0,13509,26.55,E38,S
1,459,1,Survived,2,"Toomey, Miss. Ellen",Female,50,> 12 years old,0,0,F.C.C. 13531,10.5,,S
1,461,1,Survived,1,"Anderson, Mr. Harry",Male,48,> 12 years old,0,0,19952,26.55,E12,S
1,462,0,Perished,3,"Morley, Mr. William",Male,34,> 12 years old,0,0,364506,8.05,,S
1,463,0,Perished,1,"Gee, Mr. Arthur H",Male,47,> 12 years old,0,0,111320,38.5,E63,S
1,464,0,Perished,2,"Milling, Mr. Jacob Christian",Male,48,> 12 years old,0,0,234360,13,,S
1,466,0,Perished,3,"Goncalves, Mr. Manuel Estanslas",Male,38,> 12 years old,0,0,SOTON/O.Q. 3101306,7.05,,S
1,468,0,Perished,1,"Smart, Mr. John Montgomery",Male,56,> 12 years old,0,0,113792,26.55,,S
1,470,1,Survived,3,"Baclini, Miss. Helene Barbara",Female,0.75,<= 12 years,2,1,2666,19.2583,,C
1,472,0,Perished,3,"Cacic, Mr. Luka",Male,38,> 12 years old,0,0,315089,8.6625,,S
1,473,1,Survived,2,"West, Mrs. Edwy Arthur (Ada Mary Worth)",Female,33,> 12 years old,1,2,C.A. 34651,27.75,,S
1,474,1,Survived,2,"Jerwan, Mrs. Amin S (Marie Marthe Thuillard)",Female,23,> 12 years old,0,0,SC/AH Basle 541,13.7917,D,C
1,475,0,Perished,3,"Strandberg, Miss. Ida Sofia",Female,22,> 12 years old,0,0,7553,9.8375,,S
1,477,0,Perished,2,"Renouf, Mr. Peter Henry",Male,34,> 12 years old,1,0,31027,21,,S
1,478,0,Perished,3,"Braund, Mr. Lewis Richard",Male,29,> 12 years old,1,0,3460,7.0458,,S
1,479,0,Perished,3,"Karlsson, Mr. Nils August",Male,22,> 12 years old,0,0,350060,7.5208,,S
1,480,1,Survived,3,"Hirvonen, Miss. Hildur E",Female,2,<= 12 years,0,1,3101298,12.2875,,S
1,481,0,Perished,3,"Goodwin, Master. Harold Victor",Male,9,<= 12 years,5,2,CA 2144,46.9,,S
1,483,0,Perished,3,"Rouse, Mr. Richard Henry",Male,50,> 12 years old,0,0,A/5 3594,8.05,,S
1,484,1,Survived,3,"Turkula, Mrs. (Hedwig)",Female,63,> 12 years old,0,0,4134,9.5875,,S
1,485,1,Survived,1,"Bishop, Mr. Dickinson H",Male,25,> 12 years old,1,0,11967,91.0792,B49,C
1,487,1,Survived,1,"Hoyt, Mrs. Frederick Maxfield (Jane Anne Forby)",Female,35,> 12 years old,1,0,19943,90,C93,S
1,488,0,Perished,1,"Kent, Mr. Edward Austin",Male,58,> 12 years old,0,0,11771,29.7,B37,C
1,489,0,Perished,3,"Somerton, Mr. Francis William",Male,30,> 12 years old,0,0,A.5. 18509,8.05,,S
1,490,1,Survived,3,"Coutts, Master. Eden Leslie ""Neville""",Male,9,<= 12 years,1,1,C.A. 37671,15.9,,S
1,492,0,Perished,3,"Windelov, Mr. Einar",Male,21,> 12 years old,0,0,SOTON/OQ 3101317,7.25,,S
1,493,0,Perished,1,"Molson, Mr. Harry Markland",Male,55,> 12 years old,0,0,113787,30.5,C30,S
1,494,0,Perished,1,"Artagaveytia, Mr. Ramon",Male,71,> 12 years old,0,0,PC 17609,49.5042,,C
1,495,0,Perished,3,"Stanley, Mr. Edward Roland",Male,21,> 12 years old,0,0,A/4 45380,8.05,,S
1,497,1,Survived,1,"Eustis, Miss. Elizabeth Mussey",Female,54,> 12 years old,1,0,36947,78.2667,D20,C
1,499,0,Perished,1,"Allison, Mrs. Hudson J C (Bessie Waldo Daniels)",Female,25,> 12 years old,1,2,113781,151.55,C22 C26,S
1,500,0,Perished,3,"Svensson, Mr. Olof",Male,24,> 12 years old,0,0,350035,7.7958,,S
1,501,0,Perished,3,"Calic, Mr. Petar",Male,17,> 12 years old,0,0,315086,8.6625,,S
1,502,0,Perished,3,"Canavan, Miss. Mary",Female,21,> 12 years old,0,0,364846,7.75,,Q
1,504,0,Perished,3,"Laitinen, Miss. Kristina Sofia",Female,37,> 12 years old,0,0,4135,9.5875,,S
1,505,1,Survived,1,"Maioni, Miss. Roberta",Female,16,> 12 years old,0,0,110152,86.5,B79,S
1,506,0,Perished,1,"Penasco y Castellana, Mr. Victor de Satode",Male,18,> 12 years old,1,0,PC 17758,108.9,C65,C
1,507,1,Survived,2,"Quick, Mrs. Frederick Charles (Jane Richards)",Female,33,> 12 years old,0,2,26360,26,,S
1,509,0,Perished,3,"Olsen, Mr. Henry Margido",Male,28,> 12 years old,0,0,C 4001,22.525,,S
1,510,1,Survived,3,"Lang, Mr. Fang",Male,26,> 12 years old,0,0,1601,56.4958,,S
1,511,1,Survived,3,"Daly, Mr. Eugene Patrick",Male,29,> 12 years old,0,0,382651,7.75,,Q
1,513,1,Survived,1,"McGough, Mr. James Robert",Male,36,> 12 years old,0,0,PC 17473,26.2875,E25,S
1,514,1,Survived,1,"Rothschild, Mrs. Martin (Elizabeth L. Barrett)",Female,54,> 12 years old,1,0,PC 17603,59.4,,C
1,515,0,Perished,3,"Coleff, Mr. Satio",Male,24,> 12 years old,0,0,349209,7.4958,,S
1,516,0,Perished,1,"Walker, Mr. William Anderson",Male,47,> 12 years old,0,0,36967,34.0208,D46,S
1,517,1,Survived,2,"Lemore, Mrs. (Amelia Milley)",Female,34,> 12 years old,0,0,C.A. 34260,10.5,F33,S
1,519,1,Survived,2,"Angle, Mrs. William A (Florence ""Mary"" Agnes Hughes)",Female,36,> 12 years old,1,0,226875,26,,S
1,520,0,Perished,3,"Pavlovic, Mr. Stefo",Male,32,> 12 years old,0,0,349242,7.8958,,S
1,521,1,Survived,1,"Perreault, Miss. Anne",Female,30,> 12 years old,0,0,12749,93.5,B73,S
1,522,0,Perished,3,"Vovk, Mr. Janko",Male,22,> 12 years old,0,0,349252,7.8958,,S
1,524,1,Survived,1,"Hippach, Mrs. Louis Albert (Ida Sophia Fischer)",Female,44,> 12 years old,0,1,111361,57.9792,B18,C
1,526,0,Perished,3,"Farrell, Mr. James",Male,40.5,> 12 years old,0,0,367232,7.75,,Q
1,527,1,Survived,2,"Ridsdale, Miss. Lucy",Female,50,> 12 years old,0,0,W./C. 14258,10.5,,S
1,529,0,Perished,3,"Salonen, Mr. Johan Werner",Male,39,> 12 years old,0,0,3101296,7.925,,S
1,530,0,Perished,2,"Hocking, Mr. Richard George",Male,23,> 12 years old,2,1,29104,11.5,,S
1,531,1,Survived,2,"Quick, Miss. Phyllis May",Female,2,<= 12 years,1,1,26360,26,,S
1,533,0,Perished,3,"Elias, Mr. Joseph Jr",Male,17,> 12 years old,1,1,2690,7.2292,,C
1,535,0,Perished,3,"Cacic, Miss. Marija",Female,30,> 12 years old,0,0,315084,8.6625,,S
1,536,1,Survived,2,"Hart, Miss. Eva Miriam",Female,7,<= 12 years,0,2,F.C.C. 13529,26.25,,S
1,537,0,Perished,1,"Butt, Major. Archibald Willingham",Male,45,> 12 years old,0,0,113050,26.55,B38,S
1,538,1,Survived,1,"LeRoy, Miss. Bertha",Female,30,> 12 years old,0,0,PC 17761,106.425,,C
1,540,1,Survived,1,"Frolicher, Miss. Hedwig Margaritha",Female,22,> 12 years old,0,2,13568,49.5,B39,C
1,541,1,Survived,1,"Crosby, Miss. Harriet R",Female,36,> 12 years old,0,2,WE/P 5735,71,B22,S
1,542,0,Perished,3,"Andersson, Miss. Ingeborg Constanzia",Female,9,<= 12 years,4,2,347082,31.275,,S
1,543,0,Perished,3,"Andersson, Miss. Sigrid Elisabeth",Female,11,<= 12 years,4,2,347082,31.275,,S
1,544,1,Survived,2,"Beane, Mr. Edward",Male,32,> 12 years old,1,0,2908,26,,S
1,545,0,Perished,1,"Douglas, Mr. Walter Donald",Male,50,> 12 years old,1,0,PC 17761,106.425,C86,C
1,546,0,Perished,1,"Nicholson, Mr. Arthur Ernest",Male,64,> 12 years old,0,0,693,26,,S
1,547,1,Survived,2,"Beane, Mrs. Edward (Ethel Clarke)",Female,19,> 12 years old,1,0,2908,26,,S
1,549,0,Perished,3,"Goldsmith, Mr. Frank John",Male,33,> 12 years old,1,1,363291,20.525,,S
1,550,1,Survived,2,"Davies, Master. John Morgan Jr",Male,8,<= 12 years,1,1,C.A. 33112,36.75,,S
1,551,1,Survived,1,"Thayer, Mr. John Borland Jr",Male,17,> 12 years old,0,2,17421,110.8833,C70,C
1,552,0,Perished,2,"Sharp, Mr. Percival James R",Male,27,> 12 years old,0,0,244358,26,,S
1,554,1,Survived,3,"Leeni, Mr. Fahim (""Philip Zenni"")",Male,22,> 12 years old,0,0,2620,7.225,,C
1,555,1,Survived,3,"Ohman, Miss. Velin",Female,22,> 12 years old,0,0,347085,7.775,,S
1,556,0,Perished,1,"Wright, Mr. George",Male,62,> 12 years old,0,0,113807,26.55,,S
1,557,1,Survived,1,"Duff Gordon, Lady. (Lucille Christiana Sutherland) (""Mrs Morgan"")",Female,48,> 12 years old,1,0,11755,39.6,A16,C
1,559,1,Survived,1,"Taussig, Mrs. Emil (Tillie Mandelbaum)",Female,39,> 12 years old,1,1,110413,79.65,E67,S
1,560,1,Survived,3,"de Messemaeker, Mrs. Guillaume Joseph (Emma)",Female,36,> 12 years old,1,0,345572,17.4,,S
1,562,0,Perished,3,"Sivic, Mr. Husein",Male,40,> 12 years old,0,0,349251,7.8958,,S
1,563,0,Perished,2,"Norman, Mr. Robert Douglas",Male,28,> 12 years old,0,0,218629,13.5,,S
1,566,0,Perished,3,"Davies, Mr. Alfred J",Male,24,> 12 years old,2,0,A/4 48871,24.15,,S
1,567,0,Perished,3,"Stoytcheff, Mr. Ilia",Male,19,> 12 years old,0,0,349205,7.8958,,S
1,568,0,Perished,3,"Palsson, Mrs. Nils (Alma Cornelia Berglund)",Female,29,> 12 years old,0,4,349909,21.075,,S
1,570,1,Survived,3,"Jonsson, Mr. Carl",Male,32,> 12 years old,0,0,350417,7.8542,,S
1,571,1,Survived,2,"Harris, Mr. George",Male,62,> 12 years old,0,0,S.W./PP 752,10.5,,S
1,572,1,Survived,1,"Appleton, Mrs. Edward Dale (Charlotte Lamson)",Female,53,> 12 years old,2,0,11769,51.4792,C101,S
1,573,1,Survived,1,"Flynn, Mr. John Irwin (""Irving"")",Male,36,> 12 years old,0,0,PC 17474,26.3875,E25,S
1,575,0,Perished,3,"Rush, Mr. Alfred George John",Male,16,> 12 years old,0,0,A/4. 20589,8.05,,S
1,576,0,Perished,3,"Patchett, Mr. George",Male,19,> 12 years old,0,0,358585,14.5,,S
1,577,1,Survived,2,"Garside, Miss. Ethel",Female,34,> 12 years old,0,0,243880,13,,S
1,578,1,Survived,1,"Silvey, Mrs. William Baird (Alice Munger)",Female,39,> 12 years old,1,0,13507,55.9,E44,S
1,580,1,Survived,3,"Jussila, Mr. Eiriik",Male,32,> 12 years old,0,0,STON/O 2. 3101286,7.925,,S
1,581,1,Survived,2,"Christy, Miss. Julie Rachel",Female,25,> 12 years old,1,1,237789,30,,S
1,582,1,Survived,1,"Thayer, Mrs. John Borland (Marian Longstreth Morris)",Female,39,> 12 years old,1,1,17421,110.8833,C68,C
1,583,0,Perished,2,"Downton, Mr. William James",Male,54,> 12 years old,0,0,28403,26,,S
1,584,0,Perished,1,"Ross, Mr. John Hugo",Male,36,> 12 years old,0,0,13049,40.125,A10,C
1,586,1,Survived,1,"Taussig, Miss. Ruth",Female,18,> 12 years old,0,2,110413,79.65,E68,S
1,587,0,Perished,2,"Jarvis, Mr. John Denzil",Male,47,> 12 years old,0,0,237565,15,,S
1,588,1,Survived,1,"Frolicher-Stehli, Mr. Maxmillian",Male,60,> 12 years old,1,1,13567,79.2,B41,C
1,589,0,Perished,3,"Gilinski, Mr. Eliezer",Male,22,> 12 years old,0,0,14973,8.05,,S
1,591,0,Perished,3,"Rintamaki, Mr. Matti",Male,35,> 12 years old,0,0,STON/O 2. 3101273,7.125,,S
1,592,1,Survived,1,"Stephenson, Mrs. Walter Bertram (Martha Eustis)",Female,52,> 12 years old,1,0,36947,78.2667,D20,C
